PAGARIYA SUPER SHOPEE|||||||||||||
Kot Bazar, DHARANGAON|||||||||||||
ITEM Amount wise Stock Statement From Date 29/01/2026 To 29/01/2026|||||||||||||
Item Name|Size|MRP|Op.Stock|Op.Amt.|Stock In|In Amt.|Stock Out|Out Amt.|Cl.Stock|Cl. Amt.|Profit/Loss|G.P.%|Closing Rate
B NATURAL LITCHI|200 ML|0|3|37.5|||||3|37.5|||12.5
B NATURAL MIXED FRUIT|200 ML|0|7|87.5|||||7|87.5|||12.5
B.GARAM MASALA 200GM||0|7|346.22|||||7|346.22|||49.46
B.HOT CHIKEN MASALA200GM||0|2|209.52|||||2|209.52|||104.76
B.MEAT MASALA 200GM||0|10|916.7|||||10|916.7|||91.67
B.MUMBAI PAVBHAJI MASALA||0|1|7.27|||||1|7.27|||7.27
BABA DELUXE MIXTURE|500 GM|0|||||||||||65535
BABA GARLIC MIXTURE|500 GM|0|1|69.2|||||1|69.2|||69.2
BABA RATLAMI SEV|500 GM|0|3|214.28|||||3|214.28|||71.4266666666667
BABA SP MIXTURE|500 GM|0|||||||||||65535
BABOOL DANT RAKSHAK|175GM|0|1|48.54|||||1|48.54|||48.54
BABOOL DANT RAKSHAK|40 GM|0|3|43.01|||||3|43.01|||14.3366666666667
BABOOL PASTE|100 GM|0|15|337.65|||||15|337.65|||22.51
BABOOL PASTE|175GM|0|||||||||||65535
BABOOL PASTE|175GM|0|7|349.78|||||7|349.78|||49.9685714285714
BABOOL PASTE|2*175 GM|0|2|192.04|||||2|192.04|||96.02
BABOOL PASTE|30 GM|0|13|88.26|||||13|88.26|||6.78923076923077
BABOOL PASTE|30g|10|-1|-6.86|||||-1|-6.86|||6.86
BABOOL PASTE|32 GM|0|1|6.75|||||1|6.75|||6.75
BABOOL PASTE|40 GM|0|1|6.95|||||1|6.95|||6.95
BABY CERELAC POWDER|1.50 KG|0|1||||||1||||0
BABY HAIR OIL|100 ML|0|2|172.26|||||2|172.26|||86.13
BABY KESAR 500GM|500 GM|0|7|993.34|||||7|993.34|||141.905714285714
BABY MASSAGE OIL|50 ML|0|1|48.62|||||1|48.62|||48.62
BABY OIL|1PC|0|1|33.13|||||1|33.13|||33.13
BABY RUB|10 ML|0|6|216.2|||||6|216.2|||36.0333333333333
BABY RUB|25 ML|0|1|86.62|||||1|86.62|||86.62
BABY SAFFRON GOLD|1 GM|0|||||||||||65535
BABY SAFFRON GOLD|250MG|0|12|628.57|||||12|628.57|||52.3808333333333
BABY SOAP|50 GM|0|4|129.56|||||4|129.56|||32.39
BABY SOAP|75 GM|0|4|123.28|||||4|123.28|||30.82
BACKLE BELT|1|0|2|72|||||2|72|||36
BADAM|1 KG|0|-9.4|-9400|||||-9.4|-9400|||1000
BADAM|100GM|0|-0.13|-24.24|||||-0.13||24.24||0
BADAM|250 GM|0|-6.696|-1016.12|||1|219.05|-7.696|-1167.87|67.3|30.7236|151.75025987526
BADAM|50 GM|0|4.5|146.65|||1|47.62|3.5|114.06|15.03|31.5624|32.5885714285714
BADAM|50GM|0|-2||||||-2||||0
BADAM 500GM|500GM|0|-10.9|1379.75|||||-10.9||-1379.75||0
BADAM HALWA|200 GM|0|-3|-124.2|||||-3|-124.2|||41.4
BADAM KATRAN|1 KG|0|0.823|658.4|||||0.823|658.4|||800
BADAM PISTA FALUDA|200 G.M|0|1.5|39|||||1.5|39|||26
BADAM PISTA ICE CREME|100 GM|0|1.5|39|||||1.5|39|||26
BADI SHOP|100 GM|0|3.5||||||3.5||||0
BADI SHOP|50.GM|0|2||||||2||||0
BADISHOF|1 KG|0|-14.91|-5964|||||-14.91|-5964|||400
BADISHOF|100 GM|0|14|207.24|||||14||-207.24||0
BADISHOF|250GM|0|2.5|8000|||||2.5||-8000||0
BADISHOF|50 GM|0|15|127.02|||||15||-127.02||0
BADISHOF|500 GM|0|6||||||6||||0
BADNAAM CHTNEY|500 GM|0|1|56.74|||||1|56.74|||56.74
BADSHAH CHICKEN MASALA|10 GM|0|6|43.62|||||6|43.62|||7.27
BADSHAH HING|50GM|0|5|161.9|||||5|161.9|||32.38
BAG 101|1|0|3|2251|||||3|2251|||750.333333333333
BAG 102|ONE|0|2|420|||||2|420|||210
BAG 105|ONE|0|100|15390|||||100|15390|||153.9
BAG 110|ONE|0|2|240|||||2|240|||120
BAG 112|ONE|0|1||||||1||||0
BAG 15||0|1|500|||||1|500|||500
BAG 3||0|6|2190|||||6|2190|||365
BAG 30||0|1|350|||||1|350|||350
BAG 7||0|14|16240|||||14|16240|||1160
BAG 8||0|9|4443.75|||||9|4443.75|||493.75
BAG PARA 1|1|0|5|350|||||5|350|||70
BAG PARA 2|1|0|3|180|||||3|180|||60
BAG PARA 3|1|0|1|40|||||1|40|||40
BAG PARA 4|1|0|6|360|||||6|360|||60
BAG S 10||0|1|70|||||1|70|||70
BAG S 12||0|3|480|||||3|480|||160
BAG S 2|1|0|2|480|||||2|480|||240
BAG S 21||0|-14|-1050|||||-14|-1050|||75
BAG S 4||0|1|130|||||1|130|||130
BAG S 5||0|3|270|||||3|270|||90
BAG S 8||0|0.69|124.2|||||0.69|124.2|||180
BAG SS 2|1|0|1|150|||||1|150|||150
BAG SS1|1|0|1|160|||||1|160|||160
BAG SS6||0|2|420|||||2|420|||210
BAJA|10 GM|0|12.5|326.09|||2|40|10.5||-286.09|-715.225|0
BAJA|25 GM|0|-1|-6.67|||||-1|-6.67|||6.67
BAJA|5 GM|0|13|768.18|||||13||-768.18||0
BAJA|50GM|0|-0.2||||||-0.2||||0
BAJA LOOS E1KG|1KG|0|1.798|3596|||||1.798|3596|||2000
BAJAJ ALMOND DROPS HAIR OIL|100ML|60|6|403.24|||||6|403.24|||67.2066666666667
BAJAJ ALMOND DROPS HAIR OIL|50ML|32|9|294.88|||||9|294.88|||32.7644444444444
BAJAJ ALMOND HAIR OIL|20 ML|0|2||||||2||||0
BAJAJ ALMOND HAIR OIL|300ml|150|1|149.08|||||1|149.08|||149.08
BAJAJ ALMOND HAIR OIL|500ML|250|-2|-613.35|||||-2|-613.35|||306.675
BAJAJ ALMOND OIL|200ML|0|6|630.97|||||6|630.97|||105.161666666667
BAJAJ COCONUT OIL|500 ML|0|1|144.16|||||1|144.16|||144.16
BAJAJ JASMIN OIL|100 ML|0|5|141.73|||||5|141.73|||28.346
BAJAJ JASMIN OIL|50 ML|0|1|14|||||1|14|||14
BAJARI 1 KG|1 KG|0|8.35|250.5|||||8.35|250.5|||30
BAJARI FLOOR|870 GM|0|1||||||1||||0
BAJARI PITH|500 GM|0|8|120|||||8|120|||15
BAJKA MURMURA|1 KG|0|17|1275|||||17|1275|||75
BAJKA MURMURA|440 GM|0|1||||||1||||0
BAJKA MURMURA|500 GM|0|-1|-28.3|||||-1|-28.3|||28.3
BAJKI MURMURA|250 GM|0|19||||||19||||0
BAJRI ATTA|1 KG|0|1||||||1||||0
BAKARWADI|200 GM|0|2|75|||||2|75|||37.5
BAKING POWDER|100 GM|0|1|20.17|||||1|20.17|||20.17
BAKING POWDER|50 GM|0|7|137.13|||||7|137.13|||19.59
BAKING POWDER|50 GM|0|1|17.85|||||1|17.85|||17.85
BAKING SODA|100 GM|0|4|100.77|||||4|100.77|||25.1925
BAKING SODA|100 GM|0|2||||||2||||0
BALAJI BRAND OIL BOTTLE|1 LIT|0|8|704|||||8|704|||88
BALAJI BROOM|1|0|1|34.03|||||1|34.03|||34.03
BALAJI FARALI CHEVDA|10/-|0|9|76.5|||||9|76.5|||8.5
BALAJI FARALI CHIWDA|180GM|30|||||||||||65535
BALAJI GROUND NUT OIL|1 LIT|0|19|3648|||||19|3648|||192
BALAJI KURKURE|70GM|10|2|15.18|||||2|15.18|||7.59
BALAJI RAJWADI CHIWDA|55GM|10|-38|-288.8|||||-38|-288.8|||7.6
BALAJI SS WAFERS|50gm|10|15|127.5|||||15|127.5|||8.5
BALAJI TM WAFERS|45GM|10|-5.5|-41.74|||||-5.5|-41.74|||7.58909090909091
BAMBAIYA MUKHWAS|100 GM|0|1||||||1||||0
BANDANI HING|50 GM|0|2|184.24|||||2|184.24|||92.12
BANDHANI HINH||0|64|1625.6|||||64|1625.6|||25.4
BAPPLE|30 ML|0|2|248.4|||||2||-248.4||0
BAPU B M|500 ML|0|1|174.11|||||1|174.11|||174.11
BAPU B M|500 ML|0|4|1123.8|||||4|1123.8|||280.95
BAPU C M|500 ML|0|2|561.9|||||2|561.9|||280.95
BAPU UPWAS CHIWDA|200 GM|0|1|32.14|||||1|32.14|||32.14
BAPU WAFER|POUCH|0|8||||||8||||0
BAR CODE PAPER|4000|0|46|13579.2|||||46|13579.2|||295.2
BARCODE PAPER|ROLL|0|145|58000|||||145|58000|||400
BARIK BADISHOUP|100 GM|0|9.5||||||9.5||||0
BARIK BADISHOUP|250 GM|0|-0.5|-83.33|||||-0.5||83.33||0
BARIK BADISHOUP|50 GM|0|11|154|||||11||-154||0
BARIK BADISOUP|1 KG|0|4.118|1153.04|||||4.118|1153.04|||280
BARIK SEV|400GM|0|8|496|||||8|496|||62
BASIN BRUSH|1  PCS|0|||||||||||65535
BASMATI  B|1 KG|0|1.25|66.58|||||1.25|66.58|||53.264
BASMATI C|1 KG|0|7.25|616.25|||||7.25|616.25|||85
BASMATI K|1 KG|0|8.99|674.25|||||8.99|674.25|||75
BASMATI P|1 KG|0|4.469|165.53|||||4.469|165.53|||37.0396061758783
BASMATI(N)||0|5|340|||||5|340|||68
BASMATI(N)|1 KG|0|5.25|354.9|||||5.25|354.9|||67.6
BATHI PITH|1 KG|0|1|45|||||1|45|||45
BATHI PITH|500 GM|0|2|45|||||2|45|||22.5
BAYGON MOSQUITO|200 ML|0|2|150.87|||||2|150.87|||75.435
BEAUTY FRESH BOTTLE|1 PCS|0|||||||||||65535
BEDEKAR ACHAR MASALA|100 GM|0|-1|-51.43|||||-1|-51.43|||51.43
BEDEKAR CHILLI PICKLES MASALA|100 GM|0|5|228.55|||||5|228.55|||45.71
BEDEKAR GARLIC CHUTNEY|100 GM|0|3|128.58|||||3|128.58|||42.86
BEDEKAR GROUNDNUT CHUTNEY|100 GM|0|2|71.42|||||2|71.42|||35.71
BEER SHAMPOO|180 ML|0|-1|-134.16|||||-1|-134.16|||134.16
BEER SHAMPOO|1PC|0|||||||||||65535
BELT 025|1|0|2|320|||||2|320|||160
BELT 3||0|-1||||||-1||||0
BEN 200|1|0|2|30.51|||||2|30.51|||15.255
BEN 300|1|0|1||||||1||||0
BEN 700|1|0|2||||||2||||0
BENZ PEN|PEN|0|1|25.73|||||1|25.73|||25.73
BERRY PATALA SMALL|1|0|1|141.26|||||1|141.26|||141.26
BESAN|1 KG|0|-315.815|-31581.5|||||-315.815|-31581.5|||100
BESAN|1 KG|0|0.22|8.14|||||0.22|8.14|||37
BESAN|250 GM|0|22||||1|25|21||25|100|0
BESAN|500 GM|0|8.5|280.5|||||8.5|280.5|||33
BESAN BAHUT ACHA|1 KG|0|1|68|||||1|68|||68
BESAN BAHUT ACHA|500 GM|0|17|586.5|||||17|586.5|||34.5
BESAN LADDU|500 GM|0|1|110|||||1|110|||110
BESAN MUDRA|1 KG|0|1.5|115.5|||||1.5|115.5|||77
BESAN MUDRA|500 GM|0|14|555.33|||||14|555.33|||39.6664285714286
BEST PLAST CHOPRA|1|0|1|24.58|||||1|24.58|||24.58
BHADANG BHEL|200 GM|0|2|47.62|||||2|47.62|||23.81
BHADANG MURMRA|500 GM|0|27|1282.5|||||27|1282.5|||47.5
BHAGAR|100 GM|0|6|108|||||6||-108||0
BHAGAR|500GM|45|21.4|556.4|||||21.4|556.4|||26
BHAGAR 1KG|1KG|0|-38.475|-2308.5|||||-38.475|-2308.5|||60
BHAGAR 250 GM|250 GM|0|3.5|126.16|||||3.5||-126.16||0
BHAGAR 500GM|500 GM|0|-6.5||||||-6.5||||0
BHAGER ATTA|200 GM|0|2|53.33|||||2|53.33|||26.665
BHAGOTI SOAN PAPDI|250 GM|0|10|430|||||10|430|||43
BHAGYALAXMI JEERA|1 KG|0|1.1|429.52|||||1.1|429.52|||390.472727272727
BHAGYALAXMI RAJGIRA LADU 100GM|100 GM|0|-45|-642.87|||||-45|-642.87|||14.286
BHAGYALAXMI SINGHGADA ATTA|200 GM|0|11|419.1|||||11|419.1|||38.1
BHAGYALAXMI SOAN PAPDI|200 GM|0|11.5|744.74|||||11.5|744.74|||64.76
BHAIYYA POWDER|200 GM|0|11|115.5|||||11|115.5|||10.5
BHAJNI CHAKLI|200 GM|0|-3|-84|||||-3|-84|||28
BHAJNI CHAKLI|500 GM|0|-0.5|-22.5|||||-0.5|-22.5|||45
BHAKERWADI|200|0|10|266.6|||||10|266.6|||26.66
BHAKERWADI|200 GM|0|1|37.5|||||1|37.5|||37.5
BHAKERWADI|200 GM|0|3|105|||||3|105|||35
BHAKTI TAMARIND|250 GM|0|1|43.69|||||1|43.69|||43.69
BHASKER CHAPTA|200 GM|0|-21|-966|||||-21|-966|||46
BHASKER CHAPTA|500 GM|0|1|180|||||1|180|||180
BHASKER CHILLY POWDER|1 KG|0|-12.9|-3612|||||-12.9|-3612|||280
BHASKER CHILLY POWDER|200 GM|0|-7|-336|||||-7|-336|||48
BHASKER CHILLY POWDER|500 GM|0|24|2880|||2|400|22|2640|160|40|120
BHASKER GAVRANI CHILLY|1 KG|0|13|3380|||||13|3380|||260
BHASKER GAVRANI CHILLY|200 GM|0|15|510|||||15|510|||34
BHASKER GAVRANI CHILLY|500 GM|0|12||||||12||||0
BHASKER RASGULLA|200 GM|0|-3|-216|||||-3|-216|||72
BHASKER RASGULLA|500 GM|0|-10|-6460|||||-10|-6460|||646
BHAVNAGRI GATHIYA|500 GM|0|||||||||||65535
BHEL|400GM|0|12|744|||||12|744|||62
BHEL 200GM|200 GM|0|1|22|||||1|22|||22
BHEL PURI|275 GM|0|1|55.8|||||1|55.8|||55.8
BHIMSEN KAPOOR|1 KG|0|0.37|313.56|||||0.37|313.56|||847.459459459459
BHIMSEN KAPOOR|100 GM|0|4|406.78|||||4|406.78|||101.695
BHIMSEN KAPOOR|20 GM|0|6|179.39|||||6|179.39|||29.8983333333333
BHIMSEN KAPOOR|250 GM|0|||||||||||65535
BHIMSEN KAPOOR 500GM|500 GM|0|0.53|242.54|||||0.53|242.54|||457.622641509434
BHIMSENI KAPOOR|25 GM|0|2|67.8|||||2|67.8|||33.9
BHIMSENI KAPOOR|50 GM|0|1|59.32|||||1|59.32|||59.32
BHIMSENI KAPOOR|50 GM|0|1|59.8|||||1|59.8|||59.8
BHOONA BAINGAN|500 GM|0|2|123.81|||||2|123.81|||61.905
BIG CONTAINER||0|2|189.45|||||2|189.45|||94.725
BIG KHARATA|6|0|10|520|||||10|520|||52
BILLI HAUSER|1 PCS|0|5|16.95|||||5|16.95|||3.39
BINACA BRUSH|1 PCS|0|12||||||12||||0
BIRTHDAY AGE CANDLE||0|23|80.5|||||23|80.5|||3.5
BIRTHDAY FACE||0|1|20|||||1|20|||20
BIRTHDAY PHOTO||0|4|280|||||4|280|||70
BIRTHDAY PHOTO 1||0|3|240|||||3|240|||80
BIRYANI MASALA|10 GM|0|17|106.9|||||17|106.9|||6.28823529411765
BIRYANI MASALA|50 GM|0|6|165.72|||||6|165.72|||27.62
BIRYANI MASALA|8 GM|0|1|6.67|||||1|6.67|||6.67
BISK FARM CAKE BAR 50GM|50 GM|0|4|45.4|||||4|45.4|||11.35
BISK FARM GOOGLY 250GM|250 GM|0|6|137.76|||||6|137.76|||22.96
BISK FARM HEYLO BUTTER COOKIES150GM|150 GM|0|13|196.82|||||13|196.82|||15.14
BISK FARM HEYLO BUTTER COOKIES75GM|75 GM|0|8|60.56|||||8|60.56|||7.57
BISK FARM LA JAMMY BISCUIT|120G|0|10|223.25|||||10|223.25|||22.325
BITES PAPAD CHAVANA|400GM|0|2||||||2||||0
BITES RATLAMI|400GM|0|5||||||5||||0
BLACK BOURBON|100 GM|0|-18|-339.99|||||-18|-339.99|||18.8883333333333
BLACK BOURBON VANILA|100 GM|0|34|771.8|||||34|771.8|||22.7
BLACK BOURBON VANILA|40 GM|0|1|7.57|||||1|7.57|||7.57
BLACK DATES|500 GM|0|1|80|||||1|80|||80
BLACK FOREST|700ML|0|0.5|121.61|||||0.5|121.61|||243.22
BLACK HAVOC|30 ML|0|1|124.2|||||1||-124.2||0
BLACK KHARIK|1 KG|0|-4.6|-700.74|||||-4.6|-700.74|||152.334782608696
BLACK KHARIK|1 KG|0|1.26||||||1.26||||0
BLACK KHARIK|250 GM|0|1.5||||||1.5||||0
BLACK KHARIK|500 GM|0|1||||||1||||0
BLACK KHARIK|500 GM|0|6||||||6||||0
BLACK MUSK|100 GM|0|-174|-5799.99|||||-174|-5799.99|||33.333275862069
BLACK PEPPER POWDER|10 GM|0|10|148.3|||||10|148.3|||14.83
BLACK STONG CONCETRATED|500 ML|0|||||||||||65535
BLACK TIL|1 KG|0|1.55|403|||||1.55|403|||260
BLADE|1 PCS|0|3||||||3||||0
BLOCK 2||0|1||||||1||||0
BLOCK BOWL|1|0|-1|-8.25|||||-1|-8.25|||8.25
BLOCKS|1|0|7|44.49|||||7|44.49|||6.35571428571429
BLUE BERRY|30 ML|0|1|124.2|||||1||-124.2||0
BLUE LAGOON||0|1||||||1||||0
BLUE VALLY HAIR REMMOVER CREAM|1|0|-1|-33.25|||||-1||33.25||0
BLUE VALLY LIP BALM|1|0|2|9.9|||||2|9.9|||4.95
BODY PLUS BRUSH||0|0.667|10.18|||||0.667|10.18|||15.2623688155922
BODY SPONGE|1PC|0|1|33.9|||||1|33.9|||33.9
BODY SPONGE APPLE|1|0|7|103.82|||||7|103.82|||14.8314285714286
BODY SPONGE FLOWER|1|0|1|25.85|||||1|25.85|||25.85
BODY SPONGE SMALL|1|0|5|67.8|||||5|67.8|||13.56
BOLT 65|BAG|0|1|868.42|||||1|868.42|||868.42
BOMBAY FULFI|50 ML|0|22|372.88|||||22|372.88|||16.9490909090909
BOOK COVER CELEBRO|1|0|1|22.25|||||1|22.25|||22.25
BOOK COVER FLOROCENT|1 PCS|0|1||||||1||||0
BOOK COVER RAKSAK|1 PCS|0|1|25|||||1|25|||25
BOOK COVER SILVER|1|0|-1|-12.71|||||-1|-12.71|||12.71
BOOST|200 GM|0|1|85.45|||||1|85.45|||85.45
BOOST|500 GM|0|2|340.25|||||2|340.25|||170.125
BOOST 500 GM|500 GM|0|2|357.66|||||2|357.66|||178.83
BOOST POUCH|POUCH|0|20|480.44|||||20|480.44|||24.022
BOOST PP JAR|200 GM|0|1|84.14|||||1|84.14|||84.14
BORIC POWDER|400GM|0|1|57|||||1|57|||57
BORIC POWDER|50 GM|0|2|25.5|||||2|25.5|||12.75
BORO PLUS A.CREAM|19ml|30|1|35.23|||||1|35.23|||35.23
BORO PLUS BODYLOTION|2*300 ML|0|||||||||||65535
BORO PLUS BODYLOTION|20 ML|0|51|431.13|||||51|431.13|||8.45352941176471
BORO PLUS BODYLOTION|40ML|0|1|32.84|||||1|32.84|||32.84
BORO PLUS CREME|5 ML|0|12|49.3|||||12|49.3|||4.10833333333333
BORO PLUS CREME|7 ML|0|2|15.94|||||2|15.94|||7.97
BORO PLUS SOAP|75 GM|0|1||||||1||||0
BORO PLUS TOTAL LOTION|100ML|0|1|69.2|||||1|69.2|||69.2
BORO SAFE|POUCH|0|30||||||30||||0
BOROLINE|7 GM|0|-1|-7.92|||||-1|-7.92|||7.92
BOROLINE 20GM|20 GM|0|5|175.81|||||5|175.81|||35.162
BOROSEP ANTISEPTIC CREAM|50GM|0|12|320|||||12|320|||26.6666666666667
BOTTLE|1 NO|0|4||||||4||||0
BOTTLE 1|1|0|1||||||1||||0
BOTTLE BRUSH|1|0|5|72.03|||||5|72.03|||14.406
BOTTLE BRUSH|1|0|1|18|||||1|18|||18
BOUNCE CHOCO CREME|72 GM|0|2|15.52|||||2|15.52|||7.76
BOUNCE DOUBLE CREME|70 GM|0|3|23.28|||||3|23.28|||7.76
BOUNCE DREME CREME|120G|0|30.5|465.13|||||30.5|465.13|||15.2501639344262
BOUNCE ELAICHI|82 GM|0|1|7.44|||||1|7.44|||7.44
BOUNCE ORANGE|72 GM|0|3|23.28|||||3|23.28|||7.76
BOUNCE ORANGE CREME|82 GM|0|4|30.07|||||4|30.07|||7.5175
BOUNCE PINEAPPLE|82 GM|0|4|29.76|||||4|29.76|||7.44
BOUNCE STRAWBERRY|72 GM|0|2|15.52|||||2|15.52|||7.76
BOURBON BISCUIT|100 GM|0|33|735.73|||1|24.76|32|713.43|2.46|9.9354|22.2946875
BOURBON BISCUIT|50 GM|0|14|99.07|||||14|99.07|||7.07642857142857
BOURBON BISCUIT|50 GM|0|10|73.18|||||10|73.18|||7.318
BOURBON BISCUIT|500 GM|0|5|275.43|||||5|275.43|||55.086
BOURBON BISCUIT|65 GM|0|3|68.1|||||3|68.1|||22.7
BOURBON BISCUIT|65 GM|0|1|7.57|||||1|7.57|||7.57
BOURBON BISCUIT|70 GM|0|28|240.05|||||28|240.05|||8.57321428571429
BOURN VITA BISCUITS|46.5GM|10|71|536.46|||||71|536.46|||7.55577464788732
BOURN VITA SHAKTI|75GM|30|36|797.63|||||36|797.63|||22.1563888888889
BOURNVILLE|31 GM|0|1|34.67|||||1|34.67|||34.67
BOURNVITA|130 GM|0|1|35.31|||||1|35.31|||35.31
BOURNVITA|200 GM|0|5|608.5|||||5|608.5|||121.7
BOURNVITA|200 GM|0|3|278.09|||||3|278.09|||92.6966666666667
BOURNVITA|200 GM|0|3|275.26|||||3|275.26|||91.7533333333333
BOURNVITA|500 GM|0|3|668.24|||||3|668.24|||222.746666666667
BOURNVITA|500 GM|0|2|364.41|||||2|364.41|||182.205
BOURNVITA|500 GM|0|1|174.99|||||1|174.99|||174.99
BOURNVITA 1KG|1 KG|0|1|293.89|||||1|293.89|||293.89
BOURNVITA 1KG|1 KG|0|1|275.77|||||1|275.77|||275.77
BOURNVITA 1KG|1KG|0|2|587.78|||||2|587.78|||293.89
BOURNVITA BISCUIT|120GM|0|1|23.11|||||1|23.11|||23.11
BOURNVITA FILLS|POUCH|0|4|30.52|||||4|30.52|||7.63
BOURNVITA JAR|500 GM|0|3|506.16|||||3|506.16|||168.72
BOURNVITA POUCH|75 GM|0|51|1111.67|||||51|1111.67|||21.7974509803922
BOX|1|0|4|220.45|||||4|220.45|||55.1125
BPGRIT|60 N|0|1|135.22|||||1|135.22|||135.22
BREAD FIKA|200 GM|0|-1|-18|||||-1||18||0
BREEZE GEL PEN|1 PCS|0|5|16.8|||||5|16.8|||3.36
BREZZA TEA AND COFFIE SET|1|0|1|102.55|||||1|102.55|||102.55
BRI BOURBON|150GM|25|2|56.61|||||2|56.61|||28.305
BRI BOURBON|50 GM|0|2|14.81|||||2|14.81|||7.405
BRI BOURBON|60GM|10|11|84.81|||||11|84.81|||7.71
BRI GD CASHEW|58GM|10|69|522.75|||||69|522.75|||7.57608695652174
BRI GD RICH BUTTER COOKIES|75GM|10|-5|-37.4|||||-5|-37.4|||7.48
BRI GOODDAY CASHEW|120GM|20|-68|-1202.97|||||-68|-1202.97|||17.6907352941176
BRI GOODDAY CASHEW|200GM|35|18|644.14|||||18|644.14|||35.7855555555556
BRI JIM JAM TREAT|100GM|20|1|19.07|||||1|19.07|||19.07
BRI LITTLE H BISCUITS|39GM|10|12|91.59|||||12|91.59|||7.6325
BRI MARIE GOLD|89GM|10|12|89.76|||||12|89.76|||7.48
BRI MARIE GOLD BISCUITS|200 GM|0|1|15.25|||||1|15.25|||15.25
BRI MARIE GOLD BISCUITS|250GM|27|17|540.76|||||17|540.76|||31.8094117647059
BRI TOAST PREMIUM B RUSK|200GM|28|1|29.47|||||1|29.47|||29.47
BRI TOAST PREMIUM B RUSK|300GM|40|17|572.39|||||17|572.39|||33.67
BRI TREAT CHOCOLATE|64.9GM|10|1|7.63|||||1|7.63|||7.63
BRI TREAT PINEAPPLE|64GM|10|2|15.27|||||2|15.27|||7.635
BRICK BOWL|1|0|1|4.03|||||1|4.03|||4.03
BRITANNIA JIMJAM|92 GM|0|7|139.17|||||7|139.17|||19.8814285714286
BRITANNIA MARIE GOLD|78 GM|0|-4|-28.96|||||-4|-28.96|||7.24
BRITANNIA TOAST|200 GM|0|1|29.47|||||1|29.47|||29.47
BRONZA PEN|PEN|0|1|42.86|||||1|42.86|||42.86
BROOM||0|2||||||2||||0
BROOM||0|80|9600.2|||||80|9600.2|||120.0025
BROOM GALA|1|0|25|1500|||||25|1500|||60
BROOM JB|ONE|0|1|45|||||1|45|||45
BROWN|1 PCS|0|-1||||||-1||||0
BRU GOLD|25 GM|0|4|498.44|||||4|498.44|||124.61
BRU INSTANT|POUCH|0|34|276.86|||1|9.05|33|268.72|0.91|10.0552|8.1430303030303
BRU INSTANT COFFEE|10g|0|1|7.36|||||1|7.36|||7.36
BRU INSTAT|POUCH|0|3|22.47|||||3|22.47|||7.49
BRUSH|1  PCS|0|25|750|||||25|750|||30
BRUSH KID|1|0|-13|-78|||||-13|-78|||6
BRUST PANDA|50 GM|0|2|15.14|||||2|15.14|||7.57
BRUST THE PANDA|50 GM|0|16|121.12|||||16|121.12|||7.57
BT|250 GM|0|6|108|||||6|108|||18
BUCKET|1|0|1||||||1||||0
BUCKET JOYO||0|6|901.42|||||6|901.42|||150.236666666667
BUDDY CREAT SHARPER|1 PCS|0|2|3.3|||||2|3.3|||1.65
BUDS|1|0|6|36|||||6|36|||6
BUDS|1|0|10|110|||||10|110|||11
BULLET|40 ML|0|1|114.75|||||1||-114.75||0
BULLET WATER BAG|1 PCS|0|1||||||1||||0
BUNDI KHARI 500 GM|500 GM|0|-1.5|-85.5|||||-1.5|-85.5|||57
BUSH APPLE GREEN|100 GM|0|4|291.53|||||4|291.53|||72.8825
BUSH KESARI COLOUR|100 GM|0|1|72.88|||||1|72.88|||72.88
BUSH ORANGE RED|100 GM|0|2|103.39|||||2|103.39|||51.695
BUSH RASPBERRY RED|100 GM|0|3|165.25|||||3|165.25|||55.0833333333333
BUTTEFLY KHARI|200 GM|0|1|38.84|||||1|38.84|||38.84
BUTTER BISCOTTI|200GM|20|14|232.96|||||14|232.96|||16.64
BUTTER BREAD RUSKIT|200 GM|0|8|181.6|||||8|181.6|||22.7
BUTTER CHAKLI|200 GM|0|3|107.14|||||3|107.14|||35.7133333333333
BUTTER GEL|1|0|2|14.29|||||2|14.29|||7.145
BUTTER GEL SUPER HERO|1|0|16|100.3|||||16|100.3|||6.26875
BUTTER HOME SQUARE TUB 4|1|0|1|87.17|||||1|87.17|||87.17
BUTTER MILK MASALA|BOX|0|4|59.32|||||4|59.32|||14.83
BUTTER SCOTCH|60 ML|0|7|1.42|||||7|1.42|||0.202857142857143
BUTTER SCOTCH|700ML|0|||||||||||65535
BUTTER SCOTCH|750 ML|0|1|111.87|||||1|111.87|||111.87
BUTTER SCOTCH|90ML|0|7|109.33|||||7|109.33|||15.6185714285714
BUTTER SCOTCH CAKE 500|500 ML|0|2|338.98|||||2|338.98|||169.49
BUTTER SCOTCH CONE|110 ML|0|3|61.71|||||3|61.71|||20.57
BUTTER SCOTCH ICE CREME|100 GM|0|2|112|||||2|112|||56
BUTTERFLOW SIMPLY|PEN|0|11|74.58|||||11|74.58|||6.78
BUTTERFLY 1|1|0|3|45|||||3|45|||15
BUTTERFLY 2||0|1|18|||||1|18|||18
BUTTERSCOTCH SARBAT|750 ML|0|2|200.36|||||2|200.36|||100.18
BUTTI FLOOR|2 KG|0|1||||||1||||0
BYTCO|35GM|17|||||||||||65535
BYTCO KALA DANT MANJAN|210G|67|||||||||||65535
C COCOUNT CHOC|POUCH|0|2|73.22|||||2|73.22|||36.61
C&C FACE WASH LEMON|50ML|60|1|51.78|||||1|51.78|||51.78
